시군구명,법정동,아파트명,도로명,지번
관악구,신림동,금호(1차),대학18길,1705
동대문구,답십리동,현대썬앤빌청계,고미술로,530-15
강동구,천호동,유원아파트,상암로12길,287-9
성북구,길음동,길음뉴타운신안파크아파트,길음로,635-168
도봉구,창동,주공17단지,덕릉로66길,38
송파구,거여동,거여4단지,양산로4길,293
강서구,마곡동,마곡엠벨리(15단지),마곡중앙로,751
서대문구,대현동,신촌럭키,이화여대길,144
양천구,신정동,쌍용,신목로,334
노원구,공릉동,신성미소지움아파트,공릉로42길,756
송파구,송파동,가락삼익맨숀,오금로32길,166
강동구,성내동,동방,양재대로95길,407-2
성동구,하왕십리동,한진해모로,왕십리로31길,1050
강동구,둔촌동,초원동아,동남로49길,621
송파구,가락동,한화오벨리스크,중대로,78-1
마포구,공덕동,솔리스타,만리재로,30-10
노원구,월계동,현대,석계로,929
마포구,창전동,창전래미안,서강로,437
강남구,도곡동,도곡렉슬,선릉로,527
송파구,거여동,거여1단지,양산로8길,290
강서구,염창동,동아3,양천로,258-1
강서구,마곡동,마곡삼성아파트,방화대로34길,1478
도봉구,방학동,삼익세라믹아파트,도당로,274
노원구,하계동,장미(시영6),섬밭로,273
노원구,상계동,포레나노원,노원로38길,680
중랑구,신내동,신내9진흥,신내로,657
중랑구,면목동,면목한신,중랑천로,193-1
양천구,신정동,목동파크자이(101동~108동),목동남로4길,1325
서초구,잠원동,신반포2,신반포로23길,73
마포구,아현동,삼환나띠르빌,마포대로,732
용산구,한강로1가,대우월드마크용산,한강대로,64
도봉구,창동,창동주공4단지,덕릉로,373
도봉구,창동,창동주공3단지(해등마을),해등로,347
동대문구,제기동,한신아파트,고산자로,1212
강서구,염창동,무학,양천로77길,255
중랑구,상봉동,건영2차아파트,신내로7나길,63
강서구,방화동,신마곡벽산블루밍,양천로10길,904
용산구,문배동,G&P용산파크,청파로,11-34
강동구,암사동,다성이즈빌Ⅰ,상암로23길,488-3
노원구,하계동,건영,섬밭로,271-3
구로구,고척동,대우,고척로52길,296
서대문구,북아현동,북아현맨션,북아현로6길,114-1
구로구,개봉동,현대홈타운,개봉로20길,480
강북구,미아동,요진,도봉로76길,152
서초구,반포동,덕동반포빌라트,동광로49길,79-1
성북구,보문동6가,아남,보문사길,36-2
영등포구,신길동,우성3,대방천로14길,4656
서초구,방배동,롯데캐슬포레스트,방배로28길,844-27
노원구,하계동,학여울청구,동일로207길,354
영등포구,대림동,신대림신동아파밀리에,도림로54길,1124
노원구,상계동,노원센트럴푸르지오,수락산로,1355
광진구,중곡동,삼성로얄,자양로53길,109-9
구로구,고척동,신원프라자,중앙로1길,324
강남구,신사동,로데오현대,압구정로50길,658
강서구,등촌동,현대,공항대로45길,655-27
영등포구,대림동,e편한세상영등포아델포레,신길로,1127
광진구,자양동,대동,뚝섬로31길,784-1
영등포구,영등포동7가,아크로타워스퀘어,국회대로54길,203
강북구,미아동,꿈의숲해링턴플레이스,오현로,1369
영등포구,신길동,우성4,영등포로64길,102-8
성북구,종암동,아이파크종암동1차,종암로21길,130
종로구,무악동,현대,통일로,82
영등포구,신길동,보라매경남아너스빌,여의대방로,4780
노원구,하계동,벽산,섬밭로,271-3
동작구,대방동,대림아파트,여의대방로44길,501
마포구,상암동,DMC상암센트럴파크2단지,월드컵북로42가길,1618
동작구,사당동,사당자이,사당로2가길,1139
영등포구,문래동6가,현대1차,문래로4길,46
마포구,공덕동,공덕2삼성래미안,마포대로20길,43
강남구,도곡동,롯데캐슬모닝,도곡로14길,551-28
강북구,번동,한솔솔파크,오현로,138
강북구,미아동,에스케이북한산시티,솔샘로,1353
은평구,응암동,백련산에스케이뷰아이파크,응암로30길,767
구로구,고척동,청구,중앙로6길,326
송파구,풍납동,현대리버빌2지구,풍성로24길,261
강서구,염창동,관음삼성,양천로,268
도봉구,창동,창동주공18단지,노해로70길,30
강북구,미아동,이너스내안에,도봉로76가길,1361
성북구,길음동,길음뉴타운5단지(래미안),길음로,1282
성북구,정릉동,길음뉴타운데시앙,서경로2길,1018
영등포구,양평동3가,삼천리,선유서로,24
성북구,돈암동,길음역금호어울림센터힐,동소문로34길,643
용산구,효창동,용산데시앙포레,효창원로93길,288
강남구,압구정동,신현대12차,압구정로,434
강동구,성내동,둔촌역청구,풍성로,419-1
영등포구,대림동,현대2,도신로4길,785
성동구,마장동,세림,마장로42길,784
강남구,도곡동,타워팰리스3,언주로30길,467-29
강북구,미아동,래미안트리베라1단지,삼양로19길,813
동작구,흑석동,흑석한강센트레빌Ⅱ,서달로,339
마포구,도화동,도화동현대,새창로,357
강남구,청담동,신동아빌라트,도산대로81길,141-6
성북구,종암동,우림카이저팰리스,종암로,132
도봉구,쌍문동,한양2,해등로,59
영등포구,대림동,현대3차,도신로,608-1
강남구,대치동,대치효성,삼성로64길,988-4
강남구,도곡동,아카데미스위트1,언주로30길,467-7
도봉구,도봉동,유원도봉,도봉로180길,83
송파구,석촌동,석촌호수효성해링턴타워,석촌호수로,24-3
강서구,등촌동,코오롱하늘채,공항대로55길,714
강남구,역삼동,역삼동우정에쉐르1,테헤란로4길,826-29
광진구,화양동,광진코지웰,능동로19길,113-1
노원구,월계동,롯데캐슬루나,월계로45길,947
구로구,구로동,(744-18),구로동로20길,744-18
양천구,목동,성원2,목동중앙남로,709-2
광진구,구의동,아차산한라아파트,영화사로16길,662
양천구,신정동,목동우성2,목동남로4길,337
동대문구,회기동,베라체캠퍼스,이문로,346-18
동대문구,청량리동,미주,약령시로,235-1
광진구,자양동,자양현대5,뚝섬로54길,642
서대문구,연희동,연희웨스트팰리스,연희로5길,746
강서구,방화동,동성,금낭화로23길,817
강서구,화곡동,남광아파트,곰달래로22길,917-5
강남구,청담동,연세청담파크빌,삼성로140길,59-21
은평구,증산동,베로니스,증산로,257
은평구,증산동,DMC센트럴자이(2단지),수색로,258
노원구,상계동,상계신동아,한글비석로52길,463
서초구,서초동,현대슈퍼빌,서초중앙로,1446-11
동대문구,답십리동,힐스테이트청계,천호대로55길,1009
서초구,양재동,양재테크노빌,논현로11길,286-6
동대문구,용두동,용두롯데캐슬리치,한빛로,794
동대문구,답십리동,두산위브,황물로15길,998
송파구,문정동,문정래미안,문정로,1
강동구,강일동,강일리버파크8단지,아리수로94길,701
양천구,신정동,동일하이빌1단지,신정로11길,1310
은평구,불광동,북한산한양수자인아파트,불광로,636
노원구,상계동,상계주공5(저층),동일로216길,721
강서구,방화동,대림e-편한세상,양천로6길,874
노원구,공릉동,삼익2차아파트,공릉로34길,754
광진구,자양동,한강현대,능동로,829
중랑구,신내동,중앙하이츠,봉화산로56길,479
노원구,상계동,상계주공2(저층),동일로215길,740
강동구,강일동,고덕리엔파크1단지,상일로,707
양천구,신정동,래미안목동아델리체(101동~118동),중앙로43길,1326
은평구,증산동,두성,증산서길,185-19
양천구,신정동,신트리4,신정로,1277
강서구,염창동,현대아이파크,공항대로,282-19
노원구,상계동,대동황토방,상계로26길,1284
노원구,공릉동,비선아파트,화랑로51길,109
은평구,진관동,마고정3단지센트레빌(310~322동)BL2-3,진관2로,107
강동구,강일동,힐스테이트리슈빌강일,아리수로93다길,72
강서구,등촌동,가양역두산위브,공항대로45길,726
영등포구,대림동,성원(650),대림로,650
마포구,망원동,마포월드컵제이스카이,방울내로11길,523
영등포구,당산동2가,당산2가현대홈타운,당산로,164
강서구,가양동,한보구암마을,허준로,1495
성북구,정릉동,대우,보국문로30길,1021
성북구,하월곡동,꿈의숲푸르지오,오패산로16가길,228
노원구,상계동,한신2차,한글비석로48길,451
노원구,상계동,상계주공13(고층),한글비석로54길,637
은평구,수색동,DMC자이1단지,수색로,75
서대문구,홍제동,홍제에스피엘,모래내로,322-138
강서구,화곡동,신도금잔디,국회대로7길,1138
강서구,마곡동,마곡태승훼미리아파트,방화대로40길,1454
서대문구,북아현동,두산,이화여대8길,1009
강북구,미아동,현대(190-2),도봉로68길,190-2
강북구,수유동,수유벽산1차,삼각산로,205
강북구,번동,번동금호어울림,오현로31길,656
서대문구,홍은동,"현대(1,2차)",연희로,202-5
서대문구,남가좌동,래미안루센티아,거북골로,390
노원구,상계동,은빛2단지,동일로245가길,1256
도봉구,방학동,방학동삼성래미안1,마들로,720-18
노원구,상계동,상계1차현대아파트,동일로237길,1055
강서구,등촌동,대동황토방,공항대로59길,631-9
강동구,상일동,동아,상암로81길,473
노원구,중계동,중앙하이츠,덕릉로84길,161-1
강서구,등촌동,보람(640),화곡로,640
노원구,상계동,동아불암,덕릉로,1285
금천구,시흥동,남서울힐스테이트,시흥대로,1026
도봉구,창동,창동신도브래뉴1차,도봉로136나길,820
노원구,월계동,성원(사슴4),마들로3길,322-1
강서구,가양동,가양2단지(성지),허준로,1461
강서구,방화동,청성(877-0),금낭화로,877
도봉구,창동,한일아파트,도봉로110길,621-1
강동구,둔촌동,프라자,천호대로,603
마포구,서교동,엘림,월드컵북로7길,453-14
노원구,상계동,상계주공12(고층),한글비석로,647
구로구,신도림동,신도림3차푸르지오,경인로,435-10
강북구,미아동,삼각산아이원,삼양로19길,1357
강북구,번동,기산그린,월계로37길,191
서대문구,북가좌동,동림아파트,증가로20나길,5-19
영등포구,문래동3가,문래자이,당산로4길,54
노원구,상계동,상계1차중앙하이츠,노원로28길,1279
영등포구,양평동1가,삼환,영등포로,245
구로구,고척동,서울가든,중앙로5길,141-1
성북구,장위동,장위지웰에스테이트,한천로,322-22
강남구,대치동,선릉역대우아이빌(890-49),테헤란로64길,890-49
광진구,자양동,테라팰리스건대2차,아차산로,860
중랑구,신내동,동성3,신내로,618
관악구,봉천동,현대(관악),관악로,1000
광진구,광장동,현대8(803동),아차산로,569
성북구,상월곡동,동아에코빌,장월로1길,101
강동구,성내동,성내웰빙시티,풍성로51길,410-15
마포구,창전동,해모로,토정로,443
성북구,정릉동,정릉푸르지오,보국문로,406
성북구,정릉동,정릉힐스테이트3차,보국문로,1031
서초구,서초동,서초한빛삼성,서초대로40길,1509-1
양천구,신정동,신트리1,신정로,1259
관악구,신림동,힐스테이트뉴포레,조원로,1746
관악구,신림동,신림푸르지오,남부순환로,1730
마포구,상암동,상암월드컵파크4단지,상암산로1길,1655
중랑구,신내동,화성.두산아파트,신내로,656
중랑구,신내동,신내우디안1단지,신내역로1길,816
중랑구,신내동,동성1,신내로,397
종로구,창신동,창신쌍용2,낙산길,703
동작구,동작동,이수힐스테이트,동작대로39길,333
중구,충무로4가,남산센트럴자이,퇴계로,306
강남구,청담동,청담현대3차아파트,도산대로101길,127-31
강동구,천호동,천호엘크루,올림픽로,427-3
동작구,사당동,신동아4,동작대로29길,105
동작구,사당동,르메이에르,사당로20길,1141
성북구,돈암동,돈암동삼성,동소문로34길,15-1
동대문구,답십리동,답십리청솔우성,전농로10길,80
강남구,도곡동,현대그린1,논현로51길,964
마포구,망원동,노아아크빌,방울내로11길,471-3
마포구,도화동,도화현대,새창로,547
성동구,옥수동,옥수하이츠,한림말길,100
강남구,도곡동,현대비젼21,언주로30길,467-19
성동구,행당동,대림e-편한세상,행당로,347
강남구,삼성동,삼성동중앙하이츠빌리지,학동로68길,14-1
강북구,미아동,두원프라자,도봉로,1351
동작구,상도동,삼성래미안2,상도로55길,421
